"primera","segunda","tercera","day","moth","year"
"15","25","6","5","1","2014"
"93","2","62","4","1","2014"
"62","51","60","3","1","2014"
"84","22","28","2","1","2014"
"4","58","24","1","1","2014"
"4","58","24","31","12","2013"
"4","58","24","30","12","2013"
"73","9","52","29","12","2013"
"69","28","41","28","12","2013"
"84","72","19","27","12","2013"
"17","97","60","26","12","2013"
"75","19","30","25","12","2013"
"75","19","30","24","12","2013"
"75","19","30","23","12","2013"
"54","26","80","22","12","2013"
"89","59","17","21","12","2013"
"94","89","4","20","12","2013"
"9","43","92","19","12","2013"
"46","89","40","18","12","2013"
"7","8","83","17","12","2013"
"5","10","46","16","12","2013"
"61","71","51","15","12","2013"
"52","53","8","14","12","2013"
"99","71","40","13","12","2013"
"92","30","11","12","12","2013"
"15","5","59","11","12","2013"
"86","55","31","10","12","2013"
"37","85","83","9","12","2013"
"98","48","82","8","12","2013"
"25","50","23","7","12","2013"
"44","66","4","6","12","2013"
"2","89","8","5","12","2013"
"64","81","95","4","12","2013"
"20","2","86","3","12","2013"
"14","1","12","2","12","2013"
"2","26","56","1","12","2013"
"66","93","28","30","11","2013"
"7","36","83","29","11","2013"
"95","35","8","28","11","2013"
"47","8","87","27","11","2013"
"97","91","91","26","11","2013"
"2","96","34","25","11","2013"
"23","10","87","24","11","2013"
"67","14","19","23","11","2013"
"74","65","99","22","11","2013"
"66","28","94","21","11","2013"
"36","93","51","20","11","2013"
"5","66","37","19","11","2013"
"92","43","97","18","11","2013"
"63","78","35","17","11","2013"
"28","20","9","16","11","2013"
"23","37","15","15","11","2013"
"14","87","50","14","11","2013"
"56","36","43","13","11","2013"
"4","55","44","12","11","2013"
"59","18","55","11","11","2013"
"17","95","4","10","11","2013"
"11","2","51","9","11","2013"
"74","1","83","8","11","2013"
"65","78","54","7","11","2013"
"64","42","39","6","11","2013"
"6","99","69","5","11","2013"
"61","1","45","4","11","2013"
"95","74","11","3","11","2013"
"68","94","29","2","11","2013"
"50","60","39","1","11","2013"
"29","5","14","31","10","2013"
"57","2","88","30","10","2013"
"48","93","34","29","10","2013"
"45","52","49","28","10","2013"
"51","81","28","27","10","2013"
"40","23","9","26","10","2013"
"51","46","16","25","10","2013"
"30","52","12","24","10","2013"
"43","25","32","23","10","2013"
"62","20","38","22","10","2013"
"20","39","24","21","10","2013"
"49","95","48","20","10","2013"
"14","8","18","19","10","2013"
"46","98","74","18","10","2013"
"4","20","61","17","10","2013"
"37","69","69","16","10","2013"
"68","97","82","15","10","2013"
"78","49","65","14","10","2013"
"97","17","48","13","10","2013"
"13","87","66","12","10","2013"
"14","77","72","11","10","2013"
"59","16","46","10","10","2013"
"1","81","93","9","10","2013"
"38","67","83","8","10","2013"
"10","39","64","7","10","2013"
"24","69","31","6","10","2013"
"67","23","49","5","10","2013"
"59","76","54","4","10","2013"
"67","6","66","3","10","2013"
"30","12","97","2","10","2013"
"25","41","76","1","10","2013"
"30","22","68","30","9","2013"
"93","2","5","29","9","2013"
"43","71","4","28","9","2013"
"11","68","1","27","9","2013"
"88","14","10","26","9","2013"
"30","86","42","25","9","2013"
"86","68","13","24","9","2013"
"86","68","13","23","9","2013"
"53","11","70","22","9","2013"
"63","30","30","21","9","2013"
"62","15","9","20","9","2013"
"59","76","55","19","9","2013"
"60","3","54","18","9","2013"
"72","40","90","17","9","2013"
"95","88","43","16","9","2013"
"48","14","87","15","9","2013"
"18","51","98","14","9","2013"
"65","47","13","13","9","2013"
"90","4","52","12","9","2013"
"35","39","2","11","9","2013"
"90","18","92","10","9","2013"
"5","29","83","9","9","2013"
"95","3","9","8","9","2013"
"79","20","89","7","9","2013"
"29","22","93","6","9","2013"
"92","33","26","5","9","2013"
"96","2","87","4","9","2013"
"61","12","37","3","9","2013"
"79","67","60","2","9","2013"
"61","41","66","1","9","2013"
"24","99","97","31","8","2013"
"67","71","47","30","8","2013"
"42","84","14","29","8","2013"
"80","2","60","28","8","2013"
"87","7","40","27","8","2013"
"83","80","31","26","8","2013"
"34","66","0","25","8","2013"
"54","37","61","24","8","2013"
"42","80","32","23","8","2013"
"88","29","12","22","8","2013"
"85","87","45","21","8","2013"
"39","86","60","20","8","2013"
"53","98","95","19","8","2013"
"87","44","42","18","8","2013"
"68","79","66","17","8","2013"
"25","94","98","16","8","2013"
"25","94","98","15","8","2013"
"93","3","6","14","8","2013"
"20","27","99","13","8","2013"
"87","71","49","12","8","2013"
"83","81","51","11","8","2013"
"81","6","74","10","8","2013"
"98","74","95","9","8","2013"
"62","80","7","8","8","2013"
"34","3","24","7","8","2013"
"0","43","53","6","8","2013"
"82","90","28","5","8","2013"
"3","53","46","4","8","2013"
"10","68","61","3","8","2013"
"56","44","88","2","8","2013"
"66","51","81","1","8","2013"
"30","1","2","31","7","2013"
"5","45","28","30","7","2013"
"74","62","59","29","7","2013"
"59","42","74","28","7","2013"
"29","65","90","27","7","2013"
"64","45","77","26","7","2013"
"31","6","53","25","7","2013"
"64","90","82","24","7","2013"
"57","26","77","23","7","2013"
"36","14","76","22","7","2013"
"58","49","10","21","7","2013"
"28","61","53","20","7","2013"
"84","28","6","19","7","2013"
"3","66","41","18","7","2013"
"18","20","27","17","7","2013"
"40","23","57","16","7","2013"
"46","41","42","15","7","2013"
"77","29","83","14","7","2013"
"20","71","76","13","7","2013"
"28","19","48","12","7","2013"
"68","82","3","11","7","2013"
"61","79","80","10","7","2013"
"61","79","80","9","7","2013"
"10","16","42","8","7","2013"
"90","81","10","7","7","2013"
"6","97","8","6","7","2013"
"73","95","82","5","7","2013"
"24","77","1","4","7","2013"
"26","3","83","3","7","2013"
"99","36","8","2","7","2013"
"32","86","50","1","7","2013"
"77","29","88","30","6","2013"
"33","53","18","29","6","2013"
"51","46","69","28","6","2013"
"41","92","52","27","6","2013"
"51","0","83","26","6","2013"
"53","55","31","25","6","2013"
"22","65","55","24","6","2013"
"51","20","47","23","6","2013"
"2","44","41","22","6","2013"
"87","61","90","21","6","2013"
"49","59","72","20","6","2013"
"7","26","36","19","6","2013"
"70","60","98","18","6","2013"
"78","62","54","17","6","2013"
"72","82","86","16","6","2013"
"59","2","93","15","6","2013"
"7","62","14","14","6","2013"
"38","9","66","13","6","2013"
"32","12","29","12","6","2013"
"82","90","3","11","6","2013"
"31","11","0","10","6","2013"
"25","80","2","9","6","2013"
"52","89","77","8","6","2013"
"84","30","31","7","6","2013"
"47","36","87","6","6","2013"
"9","5","51","5","6","2013"
"86","4","12","4","6","2013"
"50","7","27","3","6","2013"
"44","97","49","2","6","2013"
"9","86","22","1","6","2013"
"57","70","2","31","5","2013"
"66","63","47","30","5","2013"
"0","52","10","29","5","2013"
"82","72","63","28","5","2013"
"98","98","53","27","5","2013"
"30","25","31","26","5","2013"
"52","38","42","25","5","2013"
"77","54","85","24","5","2013"
"1","10","30","23","5","2013"
"19","39","38","22","5","2013"
"83","0","76","21","5","2013"
"23","43","88","20","5","2013"
"41","0","23","19","5","2013"
"21","9","63","18","5","2013"
"4","37","64","17","5","2013"
"61","55","0","16","5","2013"
"4","38","79","15","5","2013"
"72","97","31","14","5","2013"
"8","72","16","13","5","2013"
"27","35","18","12","5","2013"
"51","31","48","11","5","2013"
"43","22","80","10","5","2013"
"12","91","82","9","5","2013"
"69","11","55","8","5","2013"
"90","92","14","7","5","2013"
"69","89","94","6","5","2013"
"92","88","37","5","5","2013"
"70","4","80","4","5","2013"
"12","51","10","3","5","2013"
"39","74","83","2","5","2013"
"9","11","19","1","5","2013"
"45","77","42","30","4","2013"
"18","86","42","29","4","2013"
"26","62","33","28","4","2013"
"71","81","86","27","4","2013"
"8","37","77","26","4","2013"
"51","35","13","25","4","2013"
"26","62","76","24","4","2013"
"37","44","32","23","4","2013"
"41","73","48","22","4","2013"
"98","7","37","21","4","2013"
"76","99","49","20","4","2013"
"15","47","11","19","4","2013"
"48","74","33","18","4","2013"
"71","66","13","17","4","2013"
"90","31","71","16","4","2013"
"10","27","39","15","4","2013"
"17","33","4","14","4","2013"
"20","74","22","13","4","2013"
"13","50","17","12","4","2013"
"64","93","20","11","4","2013"
"91","23","75","10","4","2013"
"87","30","59","9","4","2013"
"77","80","50","8","4","2013"
"72","5","74","7","4","2013"
"52","75","40","6","4","2013"
"64","49","70","5","4","2013"
"91","73","36","4","4","2013"
"32","66","61","3","4","2013"
"30","22","73","2","4","2013"
"67","98","74","1","4","2013"
"50","87","68","31","3","2013"
"31","39","11","30","3","2013"
"31","39","11","29","3","2013"
"31","39","11","28","3","2013"
"31","39","11","27","3","2013"
"93","54","75","26","3","2013"
"56","90","96","25","3","2013"
"2","72","58","24","3","2013"
"83","39","92","23","3","2013"
"0","84","9","22","3","2013"
"29","59","1","21","3","2013"
"59","71","47","20","3","2013"
"97","0","69","19","3","2013"
"53","52","95","18","3","2013"
"64","70","26","17","3","2013"
"21","56","75","16","3","2013"
"57","39","28","15","3","2013"
"17","41","41","14","3","2013"
"74","80","23","13","3","2013"
"9","63","28","12","3","2013"
"85","70","26","11","3","2013"
"53","34","57","10","3","2013"
"28","88","60","9","3","2013"
"84","20","46","8","3","2013"
"14","25","22","7","3","2013"
"68","44","30","6","3","2013"
"86","27","31","5","3","2013"
"16","45","14","4","3","2013"
"55","1","28","3","3","2013"
"8","74","13","2","3","2013"
"36","40","83","1","3","2013"
"41","40","70","28","2","2013"
"2","70","20","27","2","2013"
"2","70","20","26","2","2013"
"99","84","74","25","2","2013"
"62","78","96","24","2","2013"
"68","76","14","23","2","2013"
"55","61","50","22","2","2013"
"66","26","86","21","2","2013"
"5","55","81","20","2","2013"
"8","24","78","19","2","2013"
"58","40","0","18","2","2013"
"91","30","52","17","2","2013"
"62","84","95","16","2","2013"
"39","88","5","15","2","2013"
"52","75","64","14","2","2013"
"19","46","52","13","2","2013"
"78","12","93","12","2","2013"
"46","93","19","11","2","2013"
"3","12","33","10","2","2013"
"81","78","59","9","2","2013"
"9","65","50","8","2","2013"
"29","50","68","7","2","2013"
"29","31","11","6","2","2013"
"75","86","77","5","2","2013"
"85","21","91","4","2","2013"
"62","57","97","3","2","2013"
"61","17","56","2","2","2013"
"88","76","68","1","2","2013"
"35","81","70","31","1","2013"
"84","24","71","30","1","2013"
"18","87","54","29","1","2013"
"44","44","85","28","1","2013"
"87","95","13","27","1","2013"
"78","43","41","26","1","2013"
"43","35","93","25","1","2013"
"53","92","69","24","1","2013"
"80","35","11","23","1","2013"
"49","39","45","22","1","2013"
"12","32","75","21","1","2013"
"12","32","75","20","1","2013"
"28","14","7","19","1","2013"
"61","47","31","18","1","2013"
"99","28","21","17","1","2013"
"91","90","62","16","1","2013"
"11","22","90","15","1","2013"
"82","5","48","14","1","2013"
"11","44","50","13","1","2013"
"3","30","28","12","1","2013"
"29","93","28","11","1","2013"
"48","62","20","10","1","2013"
"26","75","48","9","1","2013"
"94","83","81","8","1","2013"
"86","52","68","7","1","2013"
"61","11","24","6","1","2013"
"95","78","51","5","1","2013"
"10","10","23","4","1","2013"
"57","40","88","3","1","2013"
"88","30","3","2","1","2013"
"56","78","0","1","1","2013"
"56","78","0","31","12","2012"
"56","78","0","30","12","2012"
"6","76","6","29","12","2012"
"21","79","41","28","12","2012"
"50","24","84","27","12","2012"
"96","69","88","26","12","2012"
"3","75","95","25","12","2012"
"3","75","95","24","12","2012"
"3","75","95","23","12","2012"
"66","57","25","22","12","2012"
"39","40","43","21","12","2012"
"53","8","70","20","12","2012"
"8","44","25","19","12","2012"
"20","21","89","18","12","2012"
"35","25","5","17","12","2012"
"34","84","3","16","12","2012"
"86","61","12","15","12","2012"
"12","63","57","14","12","2012"
"20","59","49","13","12","2012"
"77","91","2","12","12","2012"
"79","24","66","11","12","2012"
"67","48","4","10","12","2012"
"46","68","95","9","12","2012"
"69","79","36","8","12","2012"
"84","21","91","7","12","2012"
"35","99","33","6","12","2012"
"63","28","51","5","12","2012"
"7","17","94","4","12","2012"
"30","17","20","3","12","2012"
"34","83","2","2","12","2012"
"38","20","27","1","12","2012"
"33","67","64","30","11","2012"
"1","1","4","29","11","2012"
"13","2","92","28","11","2012"
"38","26","10","27","11","2012"
"36","20","54","26","11","2012"
"53","81","87","25","11","2012"
"35","16","87","24","11","2012"
"84","9","64","23","11","2012"
"73","18","54","22","11","2012"
"27","97","42","21","11","2012"
"93","30","22","20","11","2012"
"87","11","88","19","11","2012"
"15","13","6","18","11","2012"
"61","27","87","17","11","2012"
"58","66","31","16","11","2012"
"79","68","49","15","11","2012"
"15","96","95","14","11","2012"
"36","88","70","13","11","2012"
"49","4","17","12","11","2012"
"29","49","7","11","11","2012"
"59","86","44","10","11","2012"
"19","79","69","9","11","2012"
"65","27","16","8","11","2012"
"42","14","6","7","11","2012"
"36","8","20","6","11","2012"
"21","87","64","5","11","2012"
"73","33","17","4","11","2012"
"74","67","29","3","11","2012"
"54","46","17","2","11","2012"
"0","61","12","1","11","2012"
"25","56","14","31","10","2012"
"68","90","4","30","10","2012"
"31","56","88","29","10","2012"
"39","38","52","28","10","2012"
"0","55","53","27","10","2012"
"51","34","13","26","10","2012"
"98","66","38","24","10","2012"
"48","29","67","23","10","2012"
"42","12","31","22","10","2012"
"7","88","43","21","10","2012"
"74","64","84","20","10","2012"
"23","80","83","19","10","2012"
"83","19","88","18","10","2012"
"6","14","63","17","10","2012"
"1","77","28","16","10","2012"
"24","11","8","15","10","2012"
"69","19","45","14","10","2012"
"61","49","88","13","10","2012"
"59","12","79","12","10","2012"
"27","76","68","11","10","2012"
"80","80","91","10","10","2012"
"2","31","82","9","10","2012"
"16","55","10","8","10","2012"
"86","40","37","7","10","2012"
"14","17","65","6","10","2012"
"14","79","32","5","10","2012"
"98","23","80","4","10","2012"
"58","99","17","3","10","2012"
"34","57","41","2","10","2012"
"3","41","58","1","10","2012"
"4","45","54","30","9","2012"
"14","12","19","29","9","2012"
"73","98","36","28","9","2012"
"3","71","27","27","9","2012"
"21","43","68","26","9","2012"
"74","15","49","25","9","2012"
"48","3","94","24","9","2012"
"48","3","94","23","9","2012"
"64","46","24","22","9","2012"
"11","40","80","21","9","2012"
"89","37","49","20","9","2012"
"72","29","15","19","9","2012"
"10","38","40","18","9","2012"
"12","66","80","17","9","2012"
"25","23","12","16","9","2012"
"27","76","23","15","9","2012"
"68","25","83","14","9","2012"
"10","1","62","13","9","2012"
"75","42","29","12","9","2012"
"90","89","6","11","9","2012"
"82","37","27","10","9","2012"
"87","53","75","9","9","2012"
"30","93","78","8","9","2012"
"58","93","10","7","9","2012"
"98","73","43","6","9","2012"
"12","52","38","5","9","2012"
"96","68","67","4","9","2012"
"30","93","96","3","9","2012"
"8","13","30","2","9","2012"
"97","69","36","1","9","2012"
"1","98","16","31","8","2012"
"20","85","89","30","8","2012"
"87","7","1","29","8","2012"
"32","3","8","28","8","2012"
"19","63","38","27","8","2012"
"44","38","38","26","8","2012"
"89","13","90","25","8","2012"
"92","93","5","24","8","2012"
"60","18","88","23","8","2012"
"59","63","70","22","8","2012"
"55","68","10","21","8","2012"
"81","85","99","20","8","2012"
"81","58","5","19","8","2012"
"38","16","53","18","8","2012"
"22","41","42","17","8","2012"
"26","10","25","16","8","2012"
"34","26","5","15","8","2012"
"67","57","69","14","8","2012"
"74","18","42","13","8","2012"
"9","11","67","12","8","2012"
"74","68","16","11","8","2012"
"71","30","74","10","8","2012"
"64","59","28","9","8","2012"
"38","92","26","8","8","2012"
"3","50","80","7","8","2012"
"60","19","63","6","8","2012"
"18","34","14","5","8","2012"
"70","54","55","4","8","2012"
"25","40","70","3","8","2012"
"4","42","6","2","8","2012"
"51","60","49","1","8","2012"
"73","90","66","31","7","2012"
"64","7","30","30","7","2012"
"10","76","59","29","7","2012"
"46","99","58","28","7","2012"
"8","85","96","27","7","2012"
"97","27","16","26","7","2012"
"3","3","91","25","7","2012"
"57","60","45","24","7","2012"
"4","13","66","23","7","2012"
"83","61","60","22","7","2012"
"2","80","1","21","7","2012"
"78","25","77","20","7","2012"
"66","52","30","19","7","2012"
"73","74","38","18","7","2012"
"7","82","28","17","7","2012"
"75","27","93","16","7","2012"
"55","91","3","15","7","2012"
"10","49","93","14","7","2012"
"11","18","56","13","7","2012"
"46","44","52","12","7","2012"
"21","13","91","11","7","2012"
"49","25","16","10","7","2012"
"36","46","98","9","7","2012"
"92","45","85","8","7","2012"
"63","30","49","7","7","2012"
"79","8","78","6","7","2012"
"43","74","21","5","7","2012"
"86","26","90","4","7","2012"
"75","47","65","3","7","2012"
"21","51","71","1","7","2012"
"54","31","26","30","6","2012"
"82","0","81","29","6","2012"
"43","44","89","28","6","2012"
"17","2","13","27","6","2012"
"2","66","70","26","6","2012"
"28","70","16","25","6","2012"
"6","30","10","24","6","2012"
"19","83","99","23","6","2012"
"98","52","14","22","6","2012"
"75","20","52","21","6","2012"
"22","78","61","20","6","2012"
"88","77","41","19","6","2012"
"40","30","62","18","6","2012"
"84","57","43","17","6","2012"
"8","68","60","16","6","2012"
"21","70","70","15","6","2012"
"78","79","23","14","6","2012"
"75","7","16","13","6","2012"
"13","18","10","12","6","2012"
"98","17","92","11","6","2012"
"2","67","56","10","6","2012"
"7","30","34","9","6","2012"
"28","16","38","8","6","2012"
"98","91","64","7","6","2012"
"98","91","64","6","6","2012"
"39","69","56","5","6","2012"
"44","84","39","4","6","2012"
"64","9","11","3","6","2012"
"93","31","14","2","6","2012"
"91","41","64","1","6","2012"
"32","16","75","31","5","2012"
"71","66","15","30","5","2012"
"85","55","53","29","5","2012"
"40","19","1","28","5","2012"
"93","59","22","27","5","2012"
"58","2","47","26","5","2012"
"82","8","66","25","5","2012"
"75","33","28","24","5","2012"
"75","0","99","23","5","2012"
"70","66","76","22","5","2012"
"67","62","48","21","5","2012"
"19","79","78","20","5","2012"
"19","79","78","19","5","2012"
"19","79","78","18","5","2012"
"44","85","22","17","5","2012"
"44","36","0","16","5","2012"
"59","3","81","15","5","2012"
"8","53","95","14","5","2012"
"66","32","99","13","5","2012"
"67","13","11","12","5","2012"
"37","34","72","11","5","2012"
"80","57","26","10","5","2012"
"56","96","85","9","5","2012"
"71","21","64","8","5","2012"
"21","8","8","7","5","2012"
"29","20","94","6","5","2012"
"82","82","21","5","5","2012"
"9","83","24","4","5","2012"
"42","22","19","3","5","2012"
"7","50","45","2","5","2012"
"28","16","93","1","5","2012"
"58","69","5","30","4","2012"
"35","22","30","29","4","2012"
"43","85","88","28","4","2012"
"9","31","55","27","4","2012"
"98","75","14","26","4","2012"
"51","17","0","25","4","2012"
"2","34","4","24","4","2012"
"55","22","23","23","4","2012"
"44","12","50","22","4","2012"
"62","52","21","21","4","2012"
"43","87","88","20","4","2012"
"65","80","27","19","4","2012"
"36","60","25","18","4","2012"
"68","96","91","17","4","2012"
"23","47","36","16","4","2012"
"33","60","31","15","4","2012"
"51","82","95","14","4","2012"
"80","62","53","13","4","2012"
"77","68","63","12","4","2012"
"69","52","64","11","4","2012"
"16","98","74","10","4","2012"
"60","18","58","9","4","2012"
"63","95","95","8","4","2012"
"74","9","53","7","4","2012"
"74","9","53","6","4","2012"
"74","9","53","5","4","2012"
"74","9","53","4","4","2012"
"43","18","31","3","4","2012"
"92","99","33","2","4","2012"
"13","11","17","1","4","2012"
"47","96","42","31","3","2012"
"86","62","77","30","3","2012"
"75","75","54","29","3","2012"
"84","99","67","28","3","2012"
"31","55","77","27","3","2012"
"55","96","27","26","3","2012"
"38","15","99","25","3","2012"
"69","96","85","24","3","2012"
"14","0","75","23","3","2012"
"64","86","64","22","3","2012"
"6","71","65","21","3","2012"
"82","76","54","20","3","2012"
"27","52","81","19","3","2012"
"51","87","18","18","3","2012"
"38","72","92","17","3","2012"
"40","95","64","16","3","2012"
"21","64","71","15","3","2012"
"16","81","10","14","3","2012"
"33","57","85","13","3","2012"
"20","84","76","12","3","2012"
"11","50","75","11","3","2012"
"51","63","73","10","3","2012"
"39","95","16","9","3","2012"
"27","2","5","8","3","2012"
"1","6","80","7","3","2012"
"36","58","55","6","3","2012"
"57","76","79","5","3","2012"
"30","5","42","4","3","2012"
"71","51","66","3","3","2012"
"63","75","25","2","3","2012"
"64","13","37","1","3","2012"
"71","31","24","29","2","2012"
"14","70","48","28","2","2012"
"31","55","87","27","2","2012"
"97","86","91","26","2","2012"
"38","76","32","25","2","2012"
"72","35","18","24","2","2012"
"69","18","94","23","2","2012"
"48","24","56","22","2","2012"
"57","58","6","21","2","2012"
"28","70","90","20","2","2012"
"13","90","46","19","2","2012"
"9","67","56","18","2","2012"
"94","5","51","17","2","2012"
"15","4","71","16","2","2012"
"14","68","89","15","2","2012"
"4","45","4","14","2","2012"
"77","95","7","13","2","2012"
"56","74","80","12","2","2012"
"2","76","78","11","2","2012"
"17","0","6","10","2","2012"
"33","22","39","9","2","2012"
"38","4","29","8","2","2012"
"23","57","92","7","2","2012"
"14","99","89","6","2","2012"
"60","81","38","5","2","2012"
"51","86","98","4","2","2012"
"54","85","79","3","2","2012"
"96","96","77","2","2","2012"
"61","19","94","1","2","2012"
"40","4","77","31","1","2012"
"21","80","39","30","1","2012"
"90","61","56","29","1","2012"
"30","23","40","28","1","2012"
"15","91","22","27","1","2012"
"17","70","80","26","1","2012"
"18","21","10","25","1","2012"
"12","95","46","24","1","2012"
"3","24","99","23","1","2012"
"63","52","44","22","1","2012"
"37","26","12","21","1","2012"
"37","26","12","20","1","2012"
"74","37","78","19","1","2012"
"35","26","79","18","1","2012"
"27","68","82","17","1","2012"
"59","53","29","16","1","2012"
"51","34","31","15","1","2012"
"52","54","84","14","1","2012"
"50","23","15","13","1","2012"
"85","21","49","12","1","2012"
"67","0","56","11","1","2012"
"94","46","69","10","1","2012"
"33","89","21","9","1","2012"
"11","89","1","8","1","2012"
"52","42","57","7","1","2012"
"26","2","50","6","1","2012"
"1","55","35","5","1","2012"
"93","73","68","4","1","2012"
"16","18","42","3","1","2012"
"66","91","39","2","1","2012"
"64","70","92","1","1","2012"
"64","70","92","31","12","2011"
"64","70","92","30","12","2011"
"11","57","17","29","12","2011"
"61","54","55","28","12","2011"
"26","60","28","27","12","2011"
"20","93","56","26","12","2011"
"35","98","15","25","12","2011"
"35","98","15","24","12","2011"
"35","98","15","23","12","2011"
"70","36","18","22","12","2011"
"53","59","92","21","12","2011"
"37","48","88","20","12","2011"
"94","99","76","19","12","2011"
"2","60","33","18","12","2011"
"99","35","43","17","12","2011"
"78","80","15","16","12","2011"
"99","50","16","15","12","2011"
"3","66","91","14","12","2011"
"52","81","60","13","12","2011"
"91","96","41","12","12","2011"
"73","67","1","11","12","2011"
"28","65","31","10","12","2011"
"52","31","14","9","12","2011"
"94","26","71","8","12","2011"
"41","28","94","7","12","2011"
"60","30","92","6","12","2011"
"15","64","60","5","12","2011"
"30","2","10","4","12","2011"
"88","69","14","3","12","2011"
"24","85","40","2","12","2011"
"70","9","47","1","12","2011"
"79","93","2","30","11","2011"
"98","23","95","29","11","2011"
"78","84","48","28","11","2011"
"3","84","97","27","11","2011"
"19","61","81","26","11","2011"
"44","56","23","25","11","2011"
"10","81","31","24","11","2011"
"68","68","26","23","11","2011"
"42","84","77","22","11","2011"
"75","45","82","21","11","2011"
"98","70","73","20","11","2011"
"36","53","81","19","11","2011"
"67","67","83","18","11","2011"
"86","4","71","17","11","2011"
"73","30","53","16","11","2011"
"35","62","26","15","11","2011"
"70","21","44","14","11","2011"
"43","14","92","13","11","2011"
"75","57","97","12","11","2011"
"70","55","83","11","11","2011"
"70","84","98","10","11","2011"
"55","79","83","9","11","2011"
"49","33","10","8","11","2011"
"18","14","41","7","11","2011"
"4","56","42","6","11","2011"
"37","6","20","5","11","2011"
"44","88","62","4","11","2011"
"78","51","28","3","11","2011"
"90","46","30","2","11","2011"
"9","60","63","1","11","2011"
"14","54","79","31","10","2011"
"29","30","50","30","10","2011"
"4","99","8","29","10","2011"
"84","19","58","28","10","2011"
"1","84","34","27","10","2011"
"35","53","40","26","10","2011"
"78","0","27","25","10","2011"
"58","58","62","24","10","2011"
"82","27","37","23","10","2011"
"16","63","76","22","10","2011"
"31","14","85","21","10","2011"
"74","4","82","20","10","2011"
"38","18","31","19","10","2011"
"67","87","81","18","10","2011"
"18","26","95","17","10","2011"
"28","39","54","16","10","2011"
"8","23","8","15","10","2011"
"86","29","67","14","10","2011"
"22","87","77","13","10","2011"
"98","0","74","12","10","2011"
"11","53","9","11","10","2011"
"63","10","38","10","10","2011"
"93","98","95","9","10","2011"
"43","38","84","8","10","2011"
"67","31","13","7","10","2011"
"64","37","3","6","10","2011"
"59","16","77","5","10","2011"
"33","70","4","4","10","2011"
"82","65","84","3","10","2011"
"72","15","86","2","10","2011"
"46","63","82","1","10","2011"
"91","46","5","30","9","2011"
"46","10","10","29","9","2011"
"65","56","47","28","9","2011"
"37","27","4","27","9","2011"
"12","89","95","26","9","2011"
"14","82","36","25","9","2011"
"42","1","67","24","9","2011"
"42","1","67","23","9","2011"
"80","14","57","22","9","2011"
"43","13","30","21","9","2011"
"90","70","62","20","9","2011"
"90","70","62","19","9","2011"
"90","70","62","18","9","2011"
"90","70","62","17","9","2011"
"90","70","62","16","9","2011"
"90","70","62","15","9","2011"
"90","70","62","14","9","2011"
"90","70","62","13","9","2011"
"90","70","62","12","9","2011"
"90","70","62","11","9","2011"
"90","70","62","10","9","2011"
"90","70","62","9","9","2011"
"90","70","62","8","9","2011"
"90","70","62","7","9","2011"
"90","70","62","6","9","2011"
"90","70","62","5","9","2011"
"90","70","62","4","9","2011"
"90","70","62","3","9","2011"
"90","70","62","2","9","2011"
"90","70","62","1","9","2011"
"90","70","62","31","8","2011"
"90","70","62","30","8","2011"
"90","70","62","29","8","2011"
"90","70","62","28","8","2011"
"90","70","62","27","8","2011"
"90","70","62","26","8","2011"
"90","70","62","25","8","2011"
"90","70","62","24","8","2011"
"90","70","62","23","8","2011"
"90","70","62","22","8","2011"
"90","70","62","21","8","2011"
"90","70","62","20","8","2011"
"90","70","62","19","8","2011"
"90","70","62","18","8","2011"
"90","70","62","17","8","2011"
"90","70","62","16","8","2011"
"90","70","62","15","8","2011"
"90","70","62","14","8","2011"
"90","70","62","13","8","2011"
"90","70","62","12","8","2011"
"90","70","62","11","8","2011"
"90","70","62","10","8","2011"
"90","70","62","9","8","2011"
"90","70","62","8","8","2011"
"90","70","62","7","8","2011"
"90","70","62","6","8","2011"
"90","70","62","5","8","2011"
"90","70","62","4","8","2011"
"90","70","62","3","8","2011"
"90","70","62","2","8","2011"
"90","70","62","1","8","2011"
"90","70","62","31","7","2011"
"90","70","62","30","7","2011"
"90","70","62","29","7","2011"
"90","70","62","28","7","2011"
"90","70","62","27","7","2011"
"90","70","62","26","7","2011"
"90","70","62","25","7","2011"
"90","70","62","24","7","2011"
"90","70","62","23","7","2011"
"90","70","62","22","7","2011"
"90","70","62","21","7","2011"
"90","70","62","20","7","2011"
"90","70","62","19","7","2011"
"90","70","62","18","7","2011"
"90","70","62","17","7","2011"
"90","70","62","16","7","2011"
"90","70","62","15","7","2011"
"90","70","62","14","7","2011"
"90","70","62","13","7","2011"
"90","70","62","12","7","2011"
"90","70","62","11","7","2011"
"90","70","62","10","7","2011"
"90","70","62","9","7","2011"
"90","70","62","8","7","2011"
"90","70","62","7","7","2011"
"90","70","62","6","7","2011"
"90","70","62","5","7","2011"
"90","70","62","4","7","2011"
"90","70","62","3","7","2011"
"90","70","62","2","7","2011"
"90","70","62","1","7","2011"
"90","70","62","30","6","2011"
"90","70","62","29","6","2011"
"90","70","62","28","6","2011"
"90","70","62","27","6","2011"
"90","70","62","26","6","2011"
"90","70","62","25","6","2011"
"90","70","62","24","6","2011"
"90","70","62","23","6","2011"
"90","70","62","22","6","2011"
"90","70","62","21","6","2011"
"90","70","62","20","6","2011"
"90","70","62","19","6","2011"
"90","70","62","18","6","2011"
"90","70","62","17","6","2011"
